high price,Supply Ability,title,moq,supplier company,currency,Packaging Details,low price,Payment Terms,supplier url,Delivery Details,supplier name,Port,unit,image list
17.5,50000 Piece/Pieces per Month,$50 OFF 2017 new vape mods electronic cigarette TC50B 60w empty cartridge hemp oil disposable, 1 Box,"Shenzhen Samo Technology Co., Limited",US $,box packing,14.5,"T/T,Western Union,MoneyGram,Paypal",https://subtechnology.m.en.alibaba.com,Shipped in 3 days after payment,Tom Luo,Shenzhen port, / Box,"['sc01.alicdn.com/kf/HTB1Gad0PXXXXXaYXFXXq6xXFXXXm/2017-new-vape-mods-electronic-cigarette-TC50B.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1ft1hPXXXXXafXXXXq6xXFXXXP/2017-new-vape-mods-electronic-cigarette-TC50B.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1vVRSPXXXXXaNXVXXq6xXFXXXy/2017-new-vape-mods-electronic-cigarette-TC50B.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1EXX_PXXXXXbsXXXXq6xXFXXXB/2017-new-vape-mods-electronic-cigarette-TC50B.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1fVhsPXXXXXbzaFXXq6xXFXXXW/2017-new-vape-mods-electronic-cigarette-TC50B.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1oP46PXXXXXaXXFXXq6xXFXXXj/2017-new-vape-mods-electronic-cigarette-TC50B.jpg_640x640.jpg']"
8.9,3000 Roll/Rolls per Day,New High Quality Folding Free Samples Cbd Hemp Oil Vape Pen, 10 Sets,"Shenzhen Rofvape Technology Co., Ltd.",US $,Usual packing for 2017 The best Quality Vape Vaporizer New Huge Vape Warlock Peas From Rofvape,7.5,"L/C,D/A,D/P,T/T,Western Union,MoneyGram,Paypal",https://rofvape.m.en.alibaba.com,24 Hours,Charlie Lee,Shenzhen, / Set,"['sc02.alicdn.com/kf/HTB1MBMaSpXXXXciXVXXq6xXFXXXm/New-High-Quality-Folding-Free-Samples-Cbd.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1lX.zSpXXXXX0XpXXq6xXFXXXr/New-High-Quality-Folding-Free-Samples-Cbd.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1sI3pSpXXXXagXFXXq6xXFXXXM/New-High-Quality-Folding-Free-Samples-Cbd.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1VzoASpXXXXacXpXXq6xXFXXXO/New-High-Quality-Folding-Free-Samples-Cbd.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1WaZiSpXXXXXzXVXXq6xXFXXXs/New-High-Quality-Folding-Free-Samples-Cbd.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1e4T8SpXXXXaAaXXXq6xXFXXXB/New-High-Quality-Folding-Free-Samples-Cbd.jpg_640x640.jpg']"
1.5,1000000 Piece/Pieces per Month,"$50 OFF Electric vaporizer pipe 0.5ml, 1.0ml capacity hemp oil cbd atomizer 510 glass cartridge", 10 Pieces,"Shenzhen ReyMont Technology Co., Ltd.",US $,Gift box,1.2,"T/T,Western Union,Paypal",https://reymonttech.m.en.alibaba.com,3-5days after payment,DUDU DENG,shenzhen, / Piece,"['sc01.alicdn.com/kf/HTB1luo4SpXXXXXPXXXXq6xXFXXXe/Electric-vaporizer-pipe-0-5ml-1-0ml.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1eKwSSpXXXXa4XpXXq6xXFXXX5/Electric-vaporizer-pipe-0-5ml-1-0ml.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB11EkuSpXXXXbdXVXXq6xXFXXXZ/Electric-vaporizer-pipe-0-5ml-1-0ml.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1uEz_SpXXXXXyaFXXq6xXFXXX2/Electric-vaporizer-pipe-0-5ml-1-0ml.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1SpQuSpXXXXbOXVXXq6xXFXXXd/Electric-vaporizer-pipe-0-5ml-1-0ml.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1V_MASpXXXXXCXVXXq6xXFXXXZ/Electric-vaporizer-pipe-0-5ml-1-0ml.jpg_640x640.jpg']"
5,5000 Set/Sets per Week,2016 New innovation Compatible with the Hemp vape empty atomizer CBD hemp oil pen, 1 Set,"Shenzhen Globalsell Technology Co., Ltd.",US $,OEM/ODM/Neutral package,2.6,"T/T,Western Union,MoneyGram,Paypal",https://ser.m.en.alibaba.com,Shipped in 7 days after payment,Julia Cao,SHENZHEN, / Set,"['sc01.alicdn.com/kf/HTB1jpVPNXXXXXXOaXXXq6xXFXXXK/2016-New-innovation-Compatible-with-the-Hemp.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1Qw06NXXXXXabXFXXq6xXFXXXv/2016-New-innovation-Compatible-with-the-Hemp.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1F2dCNXXXXXc0XVXXq6xXFXXXC/2016-New-innovation-Compatible-with-the-Hemp.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1ZRF6NXXXXXXNXFXXq6xXFXXX0/2016-New-innovation-Compatible-with-the-Hemp.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1tfpCNXXXXXb9apXXq6xXFXXXe/2016-New-innovation-Compatible-with-the-Hemp.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1d3l2NXXXXXb5XFXXq6xXFXXXY/2016-New-innovation-Compatible-with-the-Hemp.jpg_640x640.jpg']"
5,100000 Set/Sets per Month cannabidiol cbd oil,itsuwa amigo cannabidiol cbd hemp oil for sale, 50 Sets,"Shenzhen Itsuwa Electron Co., Ltd.",US $,candy pack,1.2,"L/C,T/T,Western Union,paypal",https://itsuwa.m.en.alibaba.com,3-7 workdays,jasmin Guo,FOB shenzhen, / Set,"['sc01.alicdn.com/kf/HTB1iWpkMXXXXXbWXFXXq6xXFXXXU/itsuwa-amigo-cannabidiol-cbd-hemp-oil-for.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1670XMXXXXXcdaXXXq6xXFXXXT/itsuwa-amigo-cannabidiol-cbd-hemp-oil-for.jpg_640x640.jpg']"
1.8,500000 Piece/Pieces per Month,$50 OFF Yarktech Athena C1 Ceramic Glass Cartridge .5ml Hemp Oil Cartridge Gold finidshing, 100 Pieces,"Shenzhen Yark Technology Co., Ltd.",US $,"1. Individual plastic tube
2.100pcs per EVA
3. Custom box",1.5,"T/T,Wire transfer / Paypal / Trade assurance",https://yarktech.m.en.alibaba.com,5-7 working days,Winnie Liu,Shenzhen/hongkong, / Piece,"['sc02.alicdn.com/kf/HTB1CzpHSVXXXXcQXpXXq6xXFXXX5/Yarktech-Athena-C1-Ceramic-Glass-Cartridge-5ml.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1L78wSVXXXXc9XFXXq6xXFXXXO/Yarktech-Athena-C1-Ceramic-Glass-Cartridge-5ml.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB10_pYSVXXXXXxXXXXq6xXFXXXB/Yarktech-Athena-C1-Ceramic-Glass-Cartridge-5ml.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1KxhuSVXXXXauXVXXq6xXFXXX1/Yarktech-Athena-C1-Ceramic-Glass-Cartridge-5ml.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1lVdqSVXXXXcbXVXXq6xXFXXXx/Yarktech-Athena-C1-Ceramic-Glass-Cartridge-5ml.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1mKXBSVXXXXbCXFXXq6xXFXXXo/Yarktech-Athena-C1-Ceramic-Glass-Cartridge-5ml.jpg_640x640.jpg']"
7.8,50000 Piece/Pieces per Week e cigarette ultrasonic atomizer,$50 OFF e cigarette ultrasonic atomizer CE5 oil atomizer hemp oil vape pen, 1 Piece,"Henan Stimy Commercial & Trading Co., Ltd.",US $,paper box or blister packed,1,"L/C,D/A,D/P,T/T,Western Union,MoneyGram,paypal,e cigarette ultrasonic atomizer",https://stimy.m.en.alibaba.com,Shipped in 3 days after payment,Vivian Lee,Guangdong Shengzhen, / Piece,"['sc01.alicdn.com/kf/HTB1CXo7NpXXXXaiXpXXq6xXFXXXO/e-cigarette-ultrasonic-atomizer-CE5-oil-atomizer.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1UP7SNpXXXXXkXVXXq6xXFXXXE/e-cigarette-ultrasonic-atomizer-CE5-oil-atomizer.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1KfIQNpXXXXX2XVXXq6xXFXXXr/e-cigarette-ultrasonic-atomizer-CE5-oil-atomizer.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1XnJaNFXXXXXKXXXXq6xXFXXXT/e-cigarette-ultrasonic-atomizer-CE5-oil-atomizer.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1WWMFNpXXXXalaXXXq6xXFXXXt/e-cigarette-ultrasonic-atomizer-CE5-oil-atomizer.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1RG3NNpXXXXbhXVXXq6xXFXXX0/e-cigarette-ultrasonic-atomizer-CE5-oil-atomizer.jpg_640x640.jpg']"
1.2,50000 Piece/Pieces per Week,$50 OFF HOT Wholesale Vape Pens Tank Hemp Oil Cartridge 510 Glass Free Samples Cbd Oil, 5 Pieces,"Shenzhen YACYA Technology Co., Ltd.",US $,gift box packaging,0.5,"T/T,Western Union,MoneyGram,Paypal",https://yavapor.m.en.alibaba.com,within 24 hours,Lisa Nie,SHENZHEN, / Piece,"['sc02.alicdn.com/kf/HTB1E7HRQFXXXXcHXXXX760XFXXXq/HOT-Wholesale-Vape-Pens-Tank-Hemp-Oil.png_640x640.png', 'sc02.alicdn.com/kf/HTB1BznHQFXXXXc.XpXX760XFXXX5/HOT-Wholesale-Vape-Pens-Tank-Hemp-Oil.png_640x640.png', 'sc01.alicdn.com/kf/HTB1VhbqQFXXXXcwXVXX760XFXXXc/HOT-Wholesale-Vape-Pens-Tank-Hemp-Oil.png_640x640.png', 'sc01.alicdn.com/kf/HTB1VR_OQFXXXXXOXpXX760XFXXXR/HOT-Wholesale-Vape-Pens-Tank-Hemp-Oil.png_640x640.png']"
2.6,1000000 Set/Sets per Day,"Slim 510 O Vape Pen CBD Oil Glass Cartridge Refillable 0.3ml/0.5ml Available, hemp oil tank S6 from Jomotech", 1 Set,Shenzhen Sinrow Electronics Products Factory,US $,Gift box,1.9,"T/T,Western Union,Paypal",https://jomo.m.en.alibaba.com,"1 day for sample order,5-7 days for bulk order",Selina Huang,Shenzhen/HK, / Set,"['sc02.alicdn.com/kf/HTB1Bxe7IVXXXXcuXpXXq6xXFXXXS/Slim-510-O-Vape-Pen-CBD-Oil.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1YEG4IVXXXXX3XFXXq6xXFXXXD/Slim-510-O-Vape-Pen-CBD-Oil.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB14WW0IVXXXXb_XFXXq6xXFXXXY/Slim-510-O-Vape-Pen-CBD-Oil.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1ugy5IVXXXXXQXFXXq6xXFXXX9/Slim-510-O-Vape-Pen-CBD-Oil.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1IFO7IVXXXXcZXpXXq6xXFXXXz/Slim-510-O-Vape-Pen-CBD-Oil.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1agSZIVXXXXcEXFXXq6xXFXXX3/Slim-510-O-Vape-Pen-CBD-Oil.jpg_640x640.jpg']"
28,10000 Set/Sets per Week,$50 OFF China supplier ecig wholesale dry herb vaporizer ego vape pen for hemp oil, 1 Set,"Shenzhen LV Smoke Technology Co., Limited",US $,Gift Box,25.9,"T/T,Western Union,MoneyGram",https://lvsmoke.m.en.alibaba.com,Shipped in 3 days after payment,Lois Yu,Hongkong, / Set,"['sc01.alicdn.com/kf/HTB1mg37NVXXXXa2XpXXq6xXFXXXn/China-supplier-ecig-wholesale-dry-herb-vaporizer.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1yEIKNVXXXXXEaXXXq6xXFXXX6/China-supplier-ecig-wholesale-dry-herb-vaporizer.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1Q5U4NVXXXXXQXpXXq6xXFXXXf/China-supplier-ecig-wholesale-dry-herb-vaporizer.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1m3gwNVXXXXaraFXXq6xXFXXXE/China-supplier-ecig-wholesale-dry-herb-vaporizer.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB10.7YNVXXXXcwXFXXq6xXFXXXK/China-supplier-ecig-wholesale-dry-herb-vaporizer.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1NPESNVXXXXXYXVXXq6xXFXXXz/China-supplier-ecig-wholesale-dry-herb-vaporizer.jpg_640x640.jpg']"
41.8,5000 Piece/Pieces per Week ecube,vivigo Portable WAX vape pen Electronic Cigarette dab wax vaporizer CBD THC Hemp Oil Kit dab pen ECUBE, 20 Pieces,"Shenzhen Vivi United Technology Co., Ltd.",US $,black/orange case package,38,"T/T,Western Union,Paypal",https://vivigo.m.en.alibaba.com,1-3working days,mike chan,HK, / Piece,"['sc02.alicdn.com/kf/HTB1a4MySFXXXXXdXVXX760XFXXXT/vivigo-Portable-WAX-vape-pen-Electronic-Cigarette.png_640x640.png', 'sc01.alicdn.com/kf/HTB1mP3wSFXXXXXGXVXX760XFXXXt/vivigo-Portable-WAX-vape-pen-Electronic-Cigarette.png_640x640.png', 'sc01.alicdn.com/kf/HTB1CY.5SFXXXXX8XXXX760XFXXXY/vivigo-Portable-WAX-vape-pen-Electronic-Cigarette.png_640x640.png', 'sc01.alicdn.com/kf/HTB1DRAYSFXXXXbTXXXXq6xXFXXXd/vivigo-Portable-WAX-vape-pen-Electronic-Cigarette.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB1S4owSFXXXXXsXVXX760XFXXXX/vivigo-Portable-WAX-vape-pen-Electronic-Cigarette.png_640x640.png', 'sc02.alicdn.com/kf/HTB1jUZ3SFXXXXaxXXXX760XFXXXH/vivigo-Portable-WAX-vape-pen-Electronic-Cigarette.png_640x640.png']"
6.5,3000 Set/Sets per Week,$50 OFF fashion mini e-cigarette cbd hemp oil kamry bin 650mah cbd disposable vape pen kit, 10 Sets,"Shenzhen Kamry Technology Co., Ltd.",US $,"Gift box package or OEM packaging
fashion mini e-cigarette cbd hemp oil kamry bin 650mah cbd disposable vape pen kit",5.5,"T/T,Western Union,paypal",https://flysmoke.m.en.alibaba.com,3-7 working days after the payment,Emily Liu,HKONG KONG or GUANGZHOU, / Set,"['sc01.alicdn.com/kf/HTB1DfReRVXXXXXvXVXX760XFXXXr/fashion-mini-e-cigarette-cbd-hemp-oil.png_640x640.png', 'sc02.alicdn.com/kf/HTB1.SBARVXXXXcGXXXX760XFXXXo/fashion-mini-e-cigarette-cbd-hemp-oil.png_640x640.png', 'sc02.alicdn.com/kf/HTB1zhdIRVXXXXXwXXXXq6xXFXXXA/fashion-mini-e-cigarette-cbd-hemp-oil.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1VrUPRFXXXXaRapXXq6xXFXXXN/fashion-mini-e-cigarette-cbd-hemp-oil.jpg_640x640.jpg', 'sc02.alicdn.com/kf/HTB1WroQRFXXXXaiapXXq6xXFXXXq/fashion-mini-e-cigarette-cbd-hemp-oil.jpg_640x640.jpg', 'sc01.alicdn.com/kf/HTB11AXFRVXXXXahXXXX760XFXXXI/fashion-mini-e-cigarette-cbd-hemp-oil.png_640x640.png']"
